"UID","PropertyName","Lon","Lat","AgencyID","Name","Value","Address","Violations2010","REACNumber","Borough","CD","CityCouncilDistrict","CensusTract","BuildingCount","UnitCount","YearBuilt","Owner","Rental.Coop","OwnerProfitStatus","AffordabilityRestrictions","StartAffordabilityRestrictions"
100076,"ARISTA UAC PROPERTIES",-73.91683588,40.84703658,"BBL 2-02876-0025;BBL 2-02876-0031;BBL 2-02877-0202;BBL 2-02878-0023;BBL 2-02878-0083;BBL 2-02878-0169;HPD Application 2009-006;HUD Property 800234848","135 West 175th Street;1471 Popham Ave;1635 Macombs Rd;1660 Andrews Avenue;1705 Andrews Avenue South;65 Featherbed Lane;ARISTA UAC PROPERTIES;University Avenue Consolidation",5576112,"135 WEST 175 STREET;1471 POPHAM AVENUE;1660 ANDREWS AVENUE;1705 ANDREWS AVENUE;65 FEATHERBED LANE;66 WEST 174 STREET",0,NA,"Bronx","BX05: Fordham/University Heights",16,"Bronx 215.02",6,79,1924,"ARISTA UAC PROPERTIES","Rental","Non-Profit","Affordable",2009
100077,"ARTISTS HOUSING",-74.00905353,40.7365334,"BBL 1-00639-0001;HUD Property 800016092","ARTISTS HOUSING",12312000,"445 WEST STREET",0,88,"Manhattan","MN02: Greenwich Village/Soho",3,"Manhattan 79",1,384,1926,"WESTBETH CORP HOUSING","Rental","","Affordable",1970
100078,"ARVERNE HOUSE AKA OCEAN VILLAGE",-73.78746351,40.59066664,"BBL 4-15926-0001;HUD Property 800014771;OHO U033","ARVERNE HOUSE AKA OCEAN VILLAGE;Ocean Village",14940000,"105 BEACH 56 PLACE",0,41,"Queens","QN14: Rockaway/Broad Channel",31,"Queens 972.02",11,1093,1974,"HP ARVERNE PRESERVATI","Rental","Limited Profit","Affordable",1973
100079,"ASSOCIATED BLIND",-73.99415733,40.74377974,"BBL 1-00799-0021;HUD Property 800014773","ASSOCIATED BLIND",9271080,"133 WEST 23 STREET",0,91,"Manhattan","MN04: Clinton/Chelsea",3,"Manhattan 91",1,205,1980,"ASSOCIATED BLIND ETAL","Rental","","Affordable",1978
100080,"AUDUBON APARTMENTS",-73.94255744,40.81615783,"BBL 1-01921-0001;HUD Property 800014775","AUDUBON APARTMENTS",1700100,"2321 7 AVENUE",15,65,"Manhattan","MN10: Central Harlem",9,"Manhattan 228",2,88,1928,"TPE AUDUBON ACQUISITI","Rental","","Affordable",1983
100081,"AUDUBON AVENUE",-73.93239487,40.84809797,"BBL 1-02152-0061;HUD Property 800016182","AUDUBON AVENUE",1120500,"525 WEST 180 STREET",1,89,"Manhattan","MN12: Washington Heights/Inwood",10,"Manhattan 269",1,53,1920,"WEST 180 ST ASSOC","Rental","","Affordable",1981
100082,"AVENUE W",-73.98251926,40.59110341,"BBL 3-07161-0007;BBL 3-07161-0012;BBL 3-07161-0070;BBL 3-07162-0016;BBL 3-07162-0019;HUD Property 800014778","AVENUE W;AVENUE W DEVELOPMENT",4296699,"2302 WEST 12 STREET;2306 WEST 12 STREET;2308 WEST 12 STREET;2312 WEST 12 STREET;2315 WEST 13 STREET;2317 WEST 13 STREET;2318 WEST 12 STREET;2320 WEST 11 STREET;2320 WEST 12 STREET;2321 WEST 13 STREET;2322 WEST 12 STREET;2324 WEST 11 STREET;2324 WEST 12 STREET;2330 WEST 11 STREET;2332 WEST 11 STREET;2334 WEST 11 STREET;2336 WEST 11 STREET",5,91,"Brooklyn","BK13: Coney Island",47,"Brooklyn 382",17,51,1978,"AVENUE W EQUITIES, LL","Rental","","Affordable",1979
100083,"BAISLEY PARK GARDENS",-73.79122992,40.676967,"BBL 4-12045-0001;BBL 4-12051-0020;HFA 1888;HUD Property 800014790;SHARS 20120046","BAISLEY PARK GARDENS",5751000,"120-02 SUTPHIN BOULEVARD;125-30 SUTPHIN BOULEVARD",2,47,"Queens","QN12: Jamaica/Hollis",28,"Queens 184.01",3,212,1981,"BAISLEY L.P.","Rental","","Affordable",1982
100084,"BAY PARK II",-74.00105116,40.57800108,"BBL 3-06979-0100;HUD Property 800014986","BAY PARK II",5763211,"3301 NEPTUNE AVENUE",7,96,"Brooklyn","BK13: Coney Island",47,"Brooklyn 330",1,338,1974,"CONEY ISLAND SITE 4A-","Rental","","Affordable",1974
100085,"BAY TOWERS",-73.82140116,40.58570416,"BBL 4-16155-0021;HPD Property C4003;HUD Property 800014798","BAY TOWERS",7533000,"3-19 BEACH 98 STREET",0,84,"Queens","QN14: Rockaway/Broad Channel",32,"Queens 942.01",3,375,1969,"PICKWAY BAY TOWERS WE","Rental","","Affordable",1973
100086,"BECK STREET REHAB.",-73.90058321,40.81467732,"BBL 2-02684-0060;BBL 2-02684-0065;HUD Property 800014801","BECK STREET REHAB.",942300,"676 BECK STREET;686 BECK STREET",6,89,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 83",2,81,1912,"BECK ST. LLC","Rental","","Not Affordable",1983
100087,"BEDFORD DEVELOPMENT",-73.95571615,40.66789526,"BBL 3-01281-0007;BBL 3-01281-0009;BBL 3-01281-0011;HUD Property 800014803","BEDFORD DEVELOPMENT",1087110,"1585 BEDFORD AVENUE;1589 BEDFORD AVENUE;1593 BEDFORD AVENUE",1,83,"Brooklyn","BK09: South Crown Heights/Lefferts Gardens",35,"Brooklyn 323",3,48,1905,"1000 PRESIDENT STREET","Rental","","Affordable",1981
100088,"BEDFORD GARDENS",-73.96242972,40.70345609,"BBL 3-02186-0001;HPD Property C3009;HUD Property 800014804","BEDFORD GARDENS",87430944,"100 ROSS STREET;102 ROSS STREET;70 ROSS STREET;74 ROSS STREET;80 ROSS STREET;84 ROSS STREET;90 ROSS STREET;94 ROSS STREET",6,90,"Brooklyn","BK01: Greenpoint/Williamsburg",33,"Brooklyn 539",8,255,1975,"BEDFORD GARDENS COMPA","Rental","","Affordable",1975
100089,"BEDFORD STUY-NSA II",-73.92669858,40.68726125,"BBL 3-01648-0006;HUD Property 800014806","BEDFORD STUY-NSA II",427950,"129 PATCHEN AVENUE",3,46,"Brooklyn","BK03: Bedford Stuyvesant",41,"Brooklyn 385",1,75,1952,"BEDFORD STUY NSA IIRE","Rental","","Not Affordable",1983
100090,"BELARTES COURT",-73.89274863,40.84526833,"BBL 2-02947-0035;HUD Property 800014808","BELARTES COURT;BELARTES COURT APTS",556540,"1899 BELMONT AVENUE",2,54,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 369.01",1,78,1922,"203 SIDEN CORP","Rental","","Not Affordable",1980
100091,"BELLEROSE APARTMENTS",-73.72734044,40.73377089,"BBL 4-07880-0300;HUD Property 800014809","BELLEROSE APARTMENTS",1233900,"238-11 HILLSIDE AVENUE",0,98,"Queens","QN13: Queens Village",23,"Queens 1567",1,51,1995,"BELLEROSE SENIOR HOUS","Rental","","Affordable",1989
100092,"BELMONT APARTMENTS",-73.88513885,40.85667896,"BBL 2-03076-0039;HUD Property 800014813","BELMONT APARTMENTS",990300,"2476 HUGHES AVENUE",1,93,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 389",1,63,1913,"BELMONT 189 ASSOCIATE","Rental","","Affordable",1978
100093,"BELMONT APARTMENTS II",-73.88584921,40.85560923,"BBL 2-03076-0011;HUD Property 800014812","BELMONT APARTMENTS II",886900,"2423 BELMONT AVENUE",0,90,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 389",1,43,1912,"BELMONT II ASSOCIATES","Rental","","Affordable",1982
100094,"BELMONT BLVD APARTMENTS",-73.88277906,40.85213959,"BBL 2-03114-0009;HUD Property 800014811","BELMONT BLVD APARTMENTS",2865614,"760 EAST 185 STREET",0,92,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 393",1,96,1992,"BELMONT BLVD HOUSING","Rental","","Affordable",1994
100096,"BELMONT COURT APARTMENTS",-73.89245289,40.84487282,"BBL 2-02946-0016;HUD Property 800014810","BELMONT COURT APARTMENTS",448330,"1898 BELMONT AVENUE",0,84,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 369.01",1,112,1911,"BELMONT COURT ASSOCIA","Rental","","Not Affordable",1978
100097,"BENSONHURST HSG FOR THE ELDERLY",-73.98996651,40.60651082,"BBL 3-06264-0029;HUD Property 800014815","BENSONHURST HSG FOR THE ELDERLY",1705500,"2160 78 STREET",0,94,"Brooklyn","BK11: Bensonhurst",47,"Brooklyn 270",1,71,1991,"BENSONHURST HOUSING E","Rental","","Affordable",1992
100099,"BETH ABRAHAM",-73.86886997,40.86484081,"BBL 2-04428-0021;HUD Property 800014818","BETH ABRAHAM",1066500,"2524 BARKER AVENUE",0,88,"Bronx","BX11: Morris Park/Bronxdale",13,"Bronx 332",1,116,1983,"BETH ABRAHAM HSING DE","Rental","","Affordable",1982
100100,"BETHANY APARTMENTS",-73.91369371,40.70313343,"BBL 3-03303-0001;HPD Application 2005-120;HUD Property 800014819","415 Bleecker Street;BETHANY APARTMENTS;Sr. Lucian Senior Apartments",5970600,"411 BLEECKER STREET",0,91,"Brooklyn","BK04: Bushwick",37,"Brooklyn 441",1,150,1986,"SR.LUCIAN SENIOR HOUS","Rental","Non-Profit","Affordable",1987
100101,"BETHANY DEVELOPMENT OUTREACH MT. MORRIS PLAZA",-73.94481228,40.80685434,"BBL 1-01722-0012;HUD Property 800054880","BETHANY DEVELOPMENT OUTREACH MT. MORRIS PLAZA",NA,"57 WEST 124 STREET",0,70,"Manhattan","MN10: Central Harlem",9,"Manhattan 200",1,57,2001,"BETHANY/DVLPMNT OUTRE","Rental","","Affordable",2001
100102,"BETHEL MANOR",-73.9407915,40.81132349,"BBL 1-01729-0052;HUD Property 800014822;SHARS 20096087","BETHEL MANOR",720900,"36 WEST 132 STREET",5,21,"Manhattan","MN10: Central Harlem",9,"Manhattan 208",1,47,1972,"EBTHEL HOUSING DEVELO","Rental","","Affordable",1973
100103,"BISHOP BOARDMAN APTS.",-73.98223786,40.66087579,"BBL 3-01109-0001;HPD Application 2005-111;HUD Property 800015687","1615 8th Avenue;BISHOP BOARDMAN APTS.;Bishop Boardman Senior Apartments",3883946,"1601 8 AVENUE",0,88,"Brooklyn","BK07: Sunset Park",39,"Brooklyn 169",1,201,1980,"BISHOP BOARDMAN SENIO","Rental","Non-Profit","Affordable",2000
100104,"BISHOP RICHARD B. MARTIN SR. HSG",-73.91835523,40.66928562,"BBL 3-01474-0056;HUD Property 800217843","BISHOP RICHARD B. MARTIN SR. HSG",2313253,"1349 EAST NEW YORK AVENUE",0,NA,"Brooklyn","BK16: Brownsville",41,"Brooklyn 361",1,79,2005,"THE CITY OF NEW YORK","Rental","","Affordable",2009
100105,"BKLYN EYE & EAR",-73.97195486,40.68622993,"BBL 3-02119-0001;HPD Application 2005-112;HUD Property 800015138","29 Greene Avenue;BKLYN EYE & EAR;Fort Greene Apartments for the Elderly",2221200,"21 GREENE AVENUE",0,90,"Brooklyn","BK02: Fort Greene/Brooklyn Heights",35,"Brooklyn 181",1,86,1928,"BISHOP FRANCIS J. MUG","Rental","","Affordable",1985
100106,"BONIFACIO CORA TEXIDOR",-73.94546042,40.80055277,"BBL 1-01622-0005;HUD Property 800054783","BONIFACIO CORA TEXIDOR",3987360,"3 EAST 116 STREET",0,96,"Manhattan","MN11: East Harlem",8,"Manhattan 184",1,99,1998,"BONIFACTIO CORA TEIDO","Rental","","Affordable",1999
100107,"BORINQUEN COURT SITE 603",-73.92612888,40.81093351,"BBL 2-02314-0001;HPD Application 2010-064;HUD Property 800014835","Borinquen Court;BORINQUEN COURT SITE 603",2302200,"271 EAST 138 STREET",1,42,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 39",1,145,1965,"BORINQUEN COURT ASSOC","Rental","Non-Profit","Affordable",1981
100108,"BOROUGH PARK COURTS",-73.99582728,40.6433709,"BBL 3-05595-0014;BBL 3-05595-0024;BBL 3-05595-0030;BBL 3-05595-0034;HUD Property 800014836","4202 10th Avenue;922 42nd Street;946 42nd Street;958 42nd Street;BOROUGH PARK COURTS",2487480,"922 42 STREET;946 42 STREET;958 42 STREET;970 42 STREET",0,93,"Brooklyn","BK12: Borough Park",38,"Brooklyn 112",4,131,1924,"BOROUGH PARK COURTSAS","Rental","","Affordable",1985
100109,"BOSTON ROAD",-73.88939779,40.83678951,"BBL 2-02940-0058;BBL 2-02940-0065;HUD Property 800014837","BOSTON ROAD;BOSTON ROAD COOP",2816100,"1673 BOSTON ROAD;1697 BOSTON ROAD",1,55,"Bronx","BX03: Morrisania/Crotona",15,"Bronx 155",2,142,1928,"BOSTON ROAD HOUSING D","Rental","","Affordable",1975
100110,"BRIDGE COMMUNITY RESIDENCE",-73.93474114,40.79603213,"BBL 1-01710-0006;HPD Application 2009-010;HUD Property 800014849","407 East 116th Street;Bridge 202 Revitalization Project;BRIDGE COMMUNITY RESIDENCE",321570,"407 EAST 116 STREET",0,86,"Manhattan","MN11: East Harlem",8,"Manhattan 178",1,15,1910,"BRIDGE REVITALIZATION","Rental","Limited Dividend","Affordable",1990
100111,"BRIDGE H0USE #4",-73.98230388,40.72452137,"BBL 1-00401-0029;HPD Application 2009-010;HUD Property 800014850;HUD Property 800232792","538 East 6th Street;Bridge 202 Revitalization Project;BRIDGE H0USE #4;BRIDGE REVITALIZATION",518130,"538 EAST 6 STREET",0,95,"Manhattan","MN03: Lower East Side/Chinatown",2,"Manhattan 32",1,18,1900,"BRIDGE 202 APARTMENTS","Rental","Limited Dividend","Affordable",1987
100112,"BRIDGE HOUSE #10",-73.91226246,40.83697111,"BBL 2-02816-0049;HUD Property 800112324","BRIDGE HOUSE #10",125100,"1347 MORRIS AVENUE",0,NA,"Bronx","BX04: Highbridge/Concourse",16,"Bronx 179",1,18,2002,"1347 MORRIS AVENUE CO","Rental","","Affordable",2002
100113,"BRIDGE HOUSE #5",-73.98209539,40.72170523,"BBL 1-00385-0053;HPD Application 2009-010;HUD Property 800014851","234 East 2nd Street;Bridge 202 Revitalization Project;BRIDGE HOUSE #5",339840,"234 EAST 2 STREET",0,86,"Manhattan","MN03: Lower East Side/Chinatown",2,"Manhattan 22.02",1,16,1900,"BRIDGE 202 APARTMENTS","Rental","Limited Dividend","Affordable",1990
100114,"BRIDGE HOUSE #6",-73.9828532,40.72085447,"BBL 1-00345-0013;HUD Property 800014852","BRIDGE HOUSE #6",349830,"323 EAST HOUSTON STREET",0,97,"Manhattan","MN03: Lower East Side/Chinatown",1,"Manhattan 22.01",1,16,1920,"323 HOUSTON STREET CO","Rental","","Affordable",1994
100115,"BRIDGE HOUSE #7",-73.96217125,40.7966647,"BBL 1-01839-0023;HUD Property 800014853","BRIDGE HOUSE #7",332370,"13 WEST 103 STREET",0,95,"Manhattan","MN07: Upper West Side",8,"Manhattan 189",1,17,1910,"13 WEST 103RD STREETC","Rental","","Affordable",1997
100116,"BRIDGE HOUSE #8",-73.9448758,40.7955818,"BBL 1-01638-0063;HUD Property 800014854","BRIDGE HOUSE #8",675810,"118 EAST 111 STREET",0,81,"Manhattan","MN11: East Harlem",8,"Manhattan 172.02",1,21,1995,"118 EAST 111TH STREET","Rental","","Affordable",1997
100118,"BRIDGE STREET SENIOR HOUSING",-73.92952068,40.68840758,"BBL 3-01637-0005;HUD Property 800014855","BRIDGE STREET SENIOR HOUSING",700200,"858 GATES AVENUE",9,90,"Brooklyn","BK03: Bedford Stuyvesant",41,"Brooklyn 385",1,86,1994,"BRIDGE STREET A.W.M.E","Rental","","Affordable",1994
100119,"BRIDGEVIEW I",-73.93127449,40.77452242,"BBL 4-00908-0001;HUD Property 800014856","BRIDGEVIEW I",3408300,"1-Aug 27 AVENUE",2,84,"Queens","QN01: Astoria",22,"Queens 87",1,128,1969,"REALTY EQUITY HOLDING","Rental","","Not Affordable",1970
100120,"BRIDGEVIEW II",-73.93046595,40.77432981,"BBL 4-00903-0007;HUD Property 800014857","BRIDGEVIEW II",3611700,"26-45 9 STREET",1,67,"Queens","QN01: Astoria",22,"Queens 91",1,108,1972,"BRIDGEVIEW II LLC","Rental","","Affordable",1972
100121,"BRONX CENTER",-73.91232193,40.83571957,"BBL 2-02785-0005;HPD Application 2005-030;HUD Property 800014861","BRONX CENTER;VIP Morris Avenue Apartments",395414,"1310 MORRIS AVENUE",0,NA,"Bronx","BX04: Highbridge/Concourse",16,"Bronx 177",1,20,1995,"VIP MORRIS AVENUE HD","Rental","Limited Dividend","Affordable",1997
100122,"BRONX PARK SOUTH I",-73.88037223,40.84579686,"BBL 2-03129-0010;HUD Property 800014862","BRONX PARK SOUTH I",933900,"922 BRONX PARK SOUTH",4,54,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 363",1,205,1922,"RISING DEVELOPMENT -","Rental","","Not Affordable",1978
100123,"BRONX PARK SOUTH II",-73.88069457,40.84542941,"BBL 2-03129-0001;HUD Property 800014863","BRONX PARK SOUTH II",715400,"2130 DALY AVENUE",1,34,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 363",1,73,1916,"BRONX PARK SOUTH II A","Rental","","Not Affordable",1977
100124,"BRONX PARK SOUTH III",-73.87843378,40.84445542,"BBL 2-03134-0009;BBL 2-03134-0020;HUD Property 800014864","BRONX PARK SOUTH III",1566270,"968 BRONX PARK SOUTH;990 BRONX PARK SOUTH",0,49,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 361",2,147,1923,"BRONX PARK SOUTH III","Rental","","Not Affordable",1982
100125,"BRONXCHESTER URA SITE 2",-73.9114299,40.81899811,"BBL 2-02359-0210;HUD Property 800014865","BRONXCHESTER URA SITE 2",4936140,"510 EAST 156 STREET",0,82,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 71",1,208,1978,"NEW YORK CITY HOUSING","Rental","","Affordable",1978
100126,"BROOKDALE RESIDENCE",-73.91362648,40.65480897,"BBL 3-04717-0011;HUD Property 800054796","BROOKDALE RESIDENCE",6172308,"558 ROCKAWAY PARKWAY",0,88,"Brooklyn","BK17: East Flatbush",42,"Brooklyn 890",1,87,1998,"BROOKDALE RESIDENCEHO","Rental","","Affordable",1998
100127,"BROOKDALE VILLAGE APARTMENTS",-73.75363776,40.59418107,"BBL 4-15810-0040;HFA 1679;HUD Property 800014867;OHO H162;SHARS 20120055","Brookdale Village;BROOKDALE VILLAGE APARTMENTS;BROOKDALE VILLAGE APTS",5148000,"125 BEACH 19 STREET",0,80,"Queens","QN14: Rockaway/Broad Channel",31,"Queens 998",2,547,1966,"ISRAEL SENIOR CITIZEN","Rental","","Affordable",1976
100128,"BROOKHAVEN I",-73.92029273,40.80659846,"BBL 2-02264-0005;BBL 2-02264-0007;BBL 2-02264-0011;BBL 2-02264-0012;BBL 2-02264-0014;BBL 2-02281-0037;HPD Application 2004-126;HUD Property 800014868","197 Brook Avenue;198 Brown Place;202 Brown Place;205 Brook Avenue;209-213 Brook Av;Brookhaven Apartments;BROOKHAVEN I",2822310,"197 BROOK AVENUE;198 BROWN PLACE;202 BROWN PLACE;205 BROOK AVENUE;205 BROWN PLACE;500 EAST 137 STREET",0,89,"Bronx","BX01: Mott Haven/Melrose",8,"Bronx 25",4,95,1900,"BROOKHAVEN HOUSING D","Rental","For Profit","Affordable",1985
100129,"BROOKLYN HOME FOR AGED PEOPLE",-73.94160056,40.6714901,"BBL 3-01251-0001;HUD Property 800014870","BROOKLYN HOME FOR AGED PEOPLE",1959300,"1095 ST JOHNS PLACE",0,71,"Brooklyn","BK08: Crown Heights/Prospect Heights",36,"Brooklyn 339",1,80,1910,"BHAP HDFC","Rental","","Affordable",1980
100130,"BROWNSVILLE GARDENS",-73.91835413,40.66724351,"BBL 3-03513-0001;HUD Property 800027350","BROWNSVILLE GARDENS;BROWNSVILLE GDNS",8863200,"105 SUTTER AVENUE",3,93,"Brooklyn","BK16: Brownsville",41,"Brooklyn 900",2,162,1982,"BROWNSVILLE ASSOCIATE","Rental","","Affordable",1984
100131,"BRUCKNER HOUSES",-73.90147614,40.81183456,"BBL 2-02603-0067;BBL 2-02603-0073;BBL 2-02603-0078;HUD Property 800014877","BRUCKNER HOUSES",3978900,"576 TIMPSON PLACE;586 TIMPSON PLACE;600 TIMPSON PLACE",0,68,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 83",4,150,1920,"TIMPSON PLACE GP LLC","Rental","","Affordable",1982
100132,"BRYANT ARMS",-73.88920903,40.82644178,"BBL 2-02751-0022;HUD Property 800014878","BRYANT ARMS",1226200,"1107 BRYANT AVENUE",1,80,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 127.01",1,97,1923,"BRYANT ASSOCIATES","Rental","","Affordable",1979
100133,"BRYANT MEWS HSG FOR THE ELDERLY",-73.8852691,40.83565466,"BBL 2-03002-0016;BBL 2-03002-0020;HUD Property 800014879","BRYANT MEWS HSG FOR THE ELDERLY",1363500,"1690 BRYANT AVENUE;1700 BRYANT AVENUE",16,62,"Bronx","BX03: Morrisania/Crotona",15,"Bronx 161",2,92,1926,"MBP HDFC, AS NOMINEE","Rental","","Affordable",1989
100134,"BUCKINGHAM HALL",-73.94677763,40.67548076,"BBL 3-01221-0001;HUD Property 800014880","BUCKINGHAM HALL",2906100,"761 ST MARKS AVENUE",10,95,"Brooklyn","BK08: Crown Heights/Prospect Heights",36,"Brooklyn 313",1,180,1924,"BUCKINGHAM HALL PLAZA","Rental","","Affordable",1982
100135,"CABRINI SENIOR HOUSING",-73.9841159,40.73579433,"BBL 1-00899-0046;HUD Property 800215211","CABRINI SENIOR HOUSING",1735056,"220 EAST 19 STREET",0,NA,"Manhattan","MN06: Stuyvesant Town/Turtle Bay",2,"Manhattan 48",1,71,2004,"CABRINI HOUSING DEVEL","Rental","","Affordable",2004
100136,"CABS ELDERLY HOUSING",-73.95293512,40.69088159,"BBL 3-01778-0049;HUD Property 800014902","CABS ELDERLY HOUSING",2684700,"590 DE KALB AVENUE",2,70,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 241",1,111,1984,"CABS HOUSING DEV FUND","Rental","","Affordable",1983
100137,"CABS HOUSES",-73.94117779,40.6930665,"BBL 3-01777-0015;HPD Application 2011-071;HUD Property 800014903","CABS HOUSES",2016900,"250 PULASKI STREET",0,25,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 281",1,66,1975,"270 PULASKI NOMINEE C","Rental","Non-Profit","Affordable",1975
100139,"CALVERY BAPTIST CHURCH SENIOR HOUSING",-73.78788129,40.69038008,"BBL 4-12182-0080;HUD Property 800014905","CALVERY BAPTIST CHURCH SENIOR HOUSING",1979100,"160-60 CLAUDE AVENUE",0,94,"Queens","QN12: Jamaica/Hollis",28,"Queens 264",1,100,1991,"C.A.L.B.C. HSE DEV FD","Rental","","Not Affordable",1992
100140,"CAMPOS PLAZA",-73.97684777,40.727869,"BBL 1-00395-0009;BBL 1-00395-0022;BBL 1-00468-0001;HUD Property 800014909","CAMPOS PLAZA",18423200,"197 AVENUE C;201 EAST 12 STREET;631 EAST 12 STREET",0,82,"Manhattan","MN03: Lower East Side/Chinatown",2,"Manhattan 28",3,269,1979,"NEW YORK CITY HOUSING","Rental","","Affordable",1979
100141,"CANAAN HOUSES,MILBANK FRAWLEY,SITE1",-73.94631896,40.80190083,"BBL 1-01601-0027;HUD Property 800015507;OHO U118;SHARS 19931116","Canaan House;CANAAN HOUSE RESIDENTIAL PROJECT;CANAAN HOUSES,MILBANK FRAWLEY,SITE1",2473200,"2 WEST 118 STREET",1,78,"Manhattan","MN10: Central Harlem",9,"Manhattan 190",1,146,1976,"NEW YORK STATE URBANE","Rental","Limited Profit","Affordable",1974
100142,"CANAAN IV TOWERS",-73.95130744,40.80141723,"BBL 1-01824-0016;HUD Property 800014910","CANAAN IV TOWERS",4508100,"81 LENOX AVENUE",2,87,"Manhattan","MN10: Central Harlem",9,"Manhattan 218",2,161,1981,"CHURCH HOME ASSOC","Rental","","Affordable",1982
100143,"CAPARRA LA NUEVA",-73.94537079,40.7997348,"BBL 1-01621-0014;HUD Property 800014911;SHARS 20060129","CAPARRA LA NUEVA;COLON PLAZA",2472200,"1752 MADISON AVENUE",0,89,"Manhattan","MN11: East Harlem",8,"Manhattan 184",1,84,1985,"GOLDMONT REALTY CORP.","Rental","","Affordable",1985
100144,"CAPITOL APARTMENTS",-73.98551375,40.76253654,"BBL 1-01022-0061;HUD Property 800014913","CAPITOL APARTMENTS",10638000,"834 EIGHTH AVENUE",0,87,"Manhattan","MN05: Midtown",3,"Manhattan 131",1,250,1925,"FIFTY FIRST-CAPITOLAS","Rental","","Affordable",1978
100145,"CARBROOK APARTMENTS",-73.93442084,40.66655388,"BBL 3-01317-0041;BBL 3-01407-0043;HUD Property 800014914","CARBROOK APARTMENTS",1677600,"1577 CARROLL STREET;440 BKLYN AVENUE",4,77,"Brooklyn","BK09: South Crown Heights/Lefferts Gardens",35,"Brooklyn 353",2,83,1928,"CARBROOK ASSOCIATES","Rental","","Affordable",1981
100146,"CARIBE GARDENS",-73.94050951,40.70648255,"BBL 3-03071-0010;BBL 3-03072-0001;HUD Property 800014915","CARIBE GARDENS",11010600,"135 HUMBOLDT STREET;142 HUMBOLDT STREET;157 BOERUM STREET;180 JOHNSON AVENUE;193 BOERUM STREET",3,88,"Brooklyn","BK01: Greenpoint/Williamsburg",34,"Brooklyn 493",5,121,1981,"LINDSAY BUSHWICK ASSO","Rental","","Not Affordable",1982
100147,"CARLOS M. RIOS SENIOR HOUSING",-73.94129481,40.7895087,"BBL 1-01677-0014;HUD Property 800014916","CARLOS M. RIOS SENIOR HOUSING",3968100,"329 EAST 105 STREET",0,29,"Manhattan","MN11: East Harlem",8,"Manhattan 170",1,102,1994,"RIOS SENIOR RESIDENCE","Rental","","Affordable",1994
100148,"CARMEL APARTMENTS",-74.08910506,40.59522307,"BBL 5-03307-0025;HUD Property 800014917","CARMEL APARTMENTS",19809000,"15 CARMEL COURT;2 CARMEL COURT;21 CARMEL COURT;22 CARMEL COURT;32 CARMEL COURT;33 CARMEL COURT;45 CARMEL COURT;5 CARMEL COURT;51 CARMEL COURT;61 CARMEL COURT",0,99,"Staten Island","SI02: South Beach/Willowbrook",50,"Staten Island 96.01",10,100,1983,"CARMEL H DEV FND CO","Rental","","Affordable",1983
100149,"CARMEN PARSONS HSG FOR THE ELDERLY",-73.91445605,40.82012573,"BBL 2-02377-0020;HUD Property 800014918","CARMEN PARSONS HSG FOR THE ELDERLY",2666700,"723 ELTON AVENUE",0,81,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 69",1,97,1991,"SOUTH BRONX COMMUNITY","Rental","","Not Affordable",1992
100150,"CARNEGIE PARK",-73.94976078,40.78327393,"BBL 1-01539-0001;HUD Property 800014919","200 E. 94th Street;CARNEGIE PARK",39717000,"200 EAST 94 STREET",1,94,"Manhattan","MN08: Upper East Side",4,"Manhattan 154",1,462,1986,"CARNEGIE PARK ASSOCIA","Rental","","Not Affordable",1986
